J	經典釋文卷二
E	不㳅
C	音流
E	為_天
F	于偽反
E	通道
C	音導
E	湨
F	古閴反
E	徧刺
C	音遍
E	又重_
F	直用反
E	蟲_牢__
F	直弓反
C	下
F	力刀反
E	六年得復_
F	扶又反
E	而好_
F	呼報反
E	取鄟_
F	市轉反
C	又音專
E	諱亟_
F	去兾反
C	注同
E	魯背
C	音佩
E	屬相
C	音燭
E	伯費
C	音祕
E	為_中
F	于偽反
E	故去_
F	起吕反
E	七年鼷鼠
C	音兮
E	重_有
F	直用反
C	下同
E	伐郯
C	音談
E	見_者
F	賢徧反
E	八年曰嘻_
F	許其反
E	所喪_
F	息浪反
E	語_之
F	魚據反
E	履緰
C	音須
E	趙括_
F	古活反
E	以見_
F	賢徧反
E	瑞應
C	應對之應
E	爵稱_
F	尺證反
E	為_王
F	于偽反
C	下為魯為下同
E	幼少_
F	詩召反
E	勞_來__
F	力報本（！）
C	下
F	力代反
E	來媵_
F	以證反
C	又
F	繩證反
E	九年悖_義
F	布内反
E	廟見_
F	賢徧反
C	下同
E	操_禮
F	七刀反
E	以别_
F	彼列反
E	且為_
F	于偽反
E	復_發
F	扶又反
E	莒潰_
F	户内反
E	十年重難_
F	乃旦反
E	數_卜
F	所角反
E	怨懟_
F	直類反
E	侈_也
F	昌氏反
C	大也
E	妬
F	丁故反
E	取_十
F	七住反
C	本或作娶
E	侯獳_
F	乃侯反
E	去_冬
F	起吕反
E	惡_成
F	烏路反
E	今復_
F	扶又反
E	十一年郤_州
C	本亦作犫
F	尺由反
E	十二年沙澤_
F	素禾反
C	又如字二傳作瑣澤定七年同
E	十三年郤錡_
F	魚綺反
E	鑿_行
F	在洛反
C	造意也
E	復_出
F	扶又反
E	伯廬_
F	力吴反
C	本亦作盧
E	十四年凡取_
C	本又作娶
E	十五年未見_
F	賢徧反
C	下同年末及注並同
E	復_氏
F	扶又反
C	年内同
E	使_于
F	所吏反
C	及下使乎同
E	有長_
F	丁丈反
E	相_之
F	息亮反
C	下同
E	殺子
C	音試
E	皆雜_
F	七合反
C	又如字
E	世子戍
C	音恤本或作成
E	為_篡
F	于偽反
E	宋共
C	音恭
E	士爕_
F	息協反
E	無咎_
F	其九反
E	子鰌
C	音秋
E	所傳_
F	直專反
E	之行_
F	下孟反
E	差_醇
F	初賣反
C	下音純
E	葉_公
F	舒涉反
C	下文同
E	者說
C	音恱
E	十六年少_陽
F	詩召反
E	復_食
F	扶又反
E	欒
F	力官反
E	黶
F	於斬反
E	㝠_也
F	亡定反
C	又
F	亡丁反
E	其治_
F	直吏反
E	鄢_陵
F	於晚反
C	又
F	於建反
E	于（泓）_
F	烏宏反
E	王痍
C	音夷傷也
E	所中_
F	丁仲反
E	為_重
F	于偽反
C	下為代公同
E	恚
F	一睡反
E	易_也
F	以豉反
C	注及下同
E	復_舉
F	扶又反
C	下而復同
E	喜時
C	左傳作欣時
E	令_專
F	力呈反
E	舍是
C	音捨注同下傳舍臣放此
E	無難_
F	乃旦反
C	注同
E	招_丘
F	章遥反
C	又
F	上饒反
C	二傳作苕丘
E	悕矣
C	音希悲也
E	别_嬰
F	彼列反
E	出使_
F	所吏反
E	十七年柯_陵
F	古河反
E	因見_
F	賢徧反
C	下同
E	惡
C	如字又
F	火吳反
E	池
C	如字又
F	大河反
E	蜚_林
F	芳尾反
C	又作配
E	泮宫
C	音判本又作郊
E	告牷
C	音全
E	荀罃_
F	乙耕反
E	貍
F	力之反
E	軫
F	之忍反
C	左氏作脤糓梁作蜃
E	以為_
F	于偽反
C	下文為公同
E	以激_
F	古狄反
E	貜_且__
F	俱縳反
C	下
F	子餘反
E	十八年復_入
F	扶又反
C	注同
E	楚為_
F	于偽反
C	下為宋同
E	士匄_
F	古害反
E	鹿囿
C	音又
E	士彭
C	二傳作士魴襄十二年同
E	崔杼_
F	直吕反
E	虛_朾__
F	起魚反
C	下
F	勑丁反
S	襄公第九
CC	何休學
E	元年甯殖_
F	市力反
E	為_宋
F	于偽反
C	下為宋楚為并注同
E	于合
C	二傳作鄫
E	鄭背
C	音佩
E	孫剽_
F	匹妙反
E	二年伯睔_
F	古囷反
E	繆姜
C	音穆
E	人與
C	音餘下同
E	為_中
F	于偽反
C	下及注并下文鄭為皆同
E	三年長樗_
F	勑居反
E	不别_
F	彼列反
E	袁僑_
F	其驕反
E	為_其
F	于偽反
C	注同
E	不復_
F	扶又反
C	下同
E	不重_
F	直用反
E	四年弋_氏
F	以職反
C	莒女也左氏作姒氏
E	定弋
C	左氏作定姒
E	五年子巫_
F	三扶反
E	為_叔
F	于偽反
E	疑_讞
F	魚竭反
E	善稻
C	左氏作善道
E	通好_
F	呼報反
E	數_用
F	所角反
E	賦斂_
F	力驗反
E	惡_鄫
F	烏路反
E	不見_
F	賢徧反
E	雜_然
F	七合反
C	又如字十年注同
E	乃解_
F	古賣反
E	六年曷為_
F	于偽反
E	為重_
F	直用反
E	七年郯子
C	音談
E	城費
C	音祕
E	（？）
C	音終一音鐘
E	于鄬_
F	于委反
C	字林
F	凡吹反
E	髠_原
F	苦門反
C	左氏作髠頑
E	于操_
F	七報反
C	一音
F	七南反
C	左氏作鄵
E	殺也
C	音試下及注皆同
E	為_中
F	于偽反
C	下及注皆同
E	楚屬
C	音燭
E	旤由
C	音禍
E	舎止處_
F	昌慮反
E	見_辜
F	賢徧反
E	當背
C	音佩
E	八年以殺
C	音試
E	為_中
F	于偽反
E	當去_
F	起吕反
E	子爕_
F	素協反
E	易_不
F	以䜴反
E	禦難_
F	乃旦反
E	候伺_
C	音司又
F	息嗣反
E	邢丘
C	音刑
E	九年宋火
C	二傳作災
E	離_本
F	力智反
E	見_火
F	賢徧反
E	為_王
F	于偽反
E	浸_疏
F	子鴆反
E	于戯_
F	許宜反
E	惡_公
F	烏路反
E	十年于祖_
F	莊加反
E	偪_陽
C	音福又
F	彼力反
E	惡_諸
F	烏路反
E	開道
C	音導
E	連蔓
C	音万
E	公與
C	音預下同
E	子斐_
F	芳尾反
C	左氏作騑
E	為蕃_
F	方元反
E	諸侯莫之主有
C	絶句
E	見_其
F	賢徧反
C	下同
E	十一年為_軍
F	于偽反
C	年末同
E	故復_
F	扶又反
E	事省_
F	所景反
E	相_上
F	息亮反
C	下同
E	為治_
F	直吏反
E	不共
C	音恭
E	怨懟_
F	直類反
E	京城北
C	左氏作亳城北
E	常難_
F	乃旦反
E	鄭與
C	音預
E	良霄
C	音消
E	十二年圍台_
F	他來反
C	又音臺
E	所背
C	音佩
E	亟_作
F	去兾反
E	最難_
F	乃旦反
E	務長_
F	丁丈反
E	迭_為
F	大結反
E	十三年取詩
C	二傳作邿
E	諱亟_
F	去兾反
C	注同
E	諱背
C	音佩
E	十四年公孫囆_
F	勑邁反
C	二傳作蠆
E	于向_
F	舒亮反
E	綴_流
F	知銳反
C	又作
F	丁悦反
C	一本作贅旒
E	復_納
F	扶又反
E	華閱
C	音恱
E	十五年向戍
C	音恤
E	劉夏_
F	户雅反
E	采_邑
F	七代反
C	下謂采同
E	租_稅__
F	子奴反
C	下
F	舒銳反
E	見_義
F	賢徧反
C	下同
E	大夫稱_
F	尺證反
E	貶去_
F	起吕反
E	過_我
F	古禾反
E	共
C	音恭
E	至巂_
F	户圭反
C	又
F	囚兖反
E	為_不
F	于偽反
E	成郛_
F	芳夫反
E	侯周
C	一本作雕
E	十六年狊_梁
C	本又作湨
F	古閴反
E	徧刺
C	音遍下及下注同
E	若贅_
F	章銳反
C	本又作綴
F	丁衛反
C	又
F	丁劣反
C	繋屬也
E	旒然
C	音留本又作流旌旗之旒
E	繫屬
C	音燭
E	見_惡
F	賢徧反
E	最難_
F	乃旦反
E	肯復_
F	扶又反
E	不重_
F	直用反
E	甚惡_
F	烏路反
E	十七年邾婁子瞷_
C	音閑或
F	下姦反
C	左氏作牼
E	圍洮_
F	他刀反
C	左氏作桃
E	十八年言朝_
F	直遥反
C	下同
E	十九年祝阿
C	二傳作祝柯
E	為_其
F	于偽反
C	下同
E	亟_伐
F	去兾反
C	注同
E	憍_蹇__
F	紀橋反
C	本又作驕下
F	紀輦反
E	并_數__
F	必政反
C	下
F	所主反
C	下數年同
E	漷_水
F	火虢反
C	徐音郭
E	取濟_
F	子禮反
C	下同
E	侯瑗_
F	于眷反
C	一音環二傳作環
E	有難_
F	乃旦反
E	故見_
F	賢徧反
E	公子喜
C	二傳作嘉
E	于柯_
F	古河反
E	二十年孫遫
C	音速
E	澶_淵
F	市然反
E	弟光
C	左氏傳作弟黄
E	二十一年以漆
C	音七
E	閭_丘
F	力於反
E	据_快
F	苦夬反
E	惡_受
F	烏路反
E	商任
C	音壬
E	庚子孔子生
C	傳文上有十月庚辰此亦十月也一本作十一月庚子又本無此字
E	二十二年今與
C	音預
E	得復見_
F	賢徧反
E	二十三年伯匄_
F	古害反
E	鼻我
C	二傳作畀我
E	以治_
F	直吏反
C	下見治治之漸同
E	近升平
C	附近之近下近升同
E	所傳_
F	直専反
E	見_治
F	賢徧反
C	下同
E	所譖_
F	側鴆反
E	復_入
F	扶又反
C	下同
E	雍渝_
F	羊朱反
C	左氏作榆
E	聶_北
F	女輒反
E	惡_其
F	烏路反
E	孫紇_
F	恨發反
E	二十三年仲孫偈_
C	本又作褐亦作羯同
F	居謁反
E	陳儀
C	二傳作夷儀二十五年同
E	咸
C	本又作鍼
F	其亷反
E	宜咎_
F	其九反
E	二十五年鄭背
C	音佩
E	故為_
F	于偽反
E	重_丘
F	直龍反
E	入櫟_
F	力狄反
E	諼_君
F	况元反
E	以弑
C	音試注同後年放此
E	伺便_
C	音司下
F	婢面反
E	惡_之
F	烏路反
E	屈_建
F	居勿反
E	子謁
C	左氏作遏
E	卒_暴
F	七忽反
E	而射_
F	食亦反
E	復_見
F	扶又反
E	二十六年君剽_
F	匹妙反
E	喜為_
F	于偽反
C	下文為惡曷為同
E	惡_剽
F	烏路反
C	注及下惡剽以惡并下注
F	故惡反
C	惡惡輕無惡皆同
E	有說
C	音恱注同
E	以見_
F	賢徧反
C	下出見同
E	復_納
F	扶又反
E	子痤_
F	在禾反
E	男（？）_
F	乃定反
E	二十七年孔瑗
C	二傳作孔奐
E	弟鱄_
F	市轉反
C	又音專一音
F	直轉反
E	射姑
C	音亦又音夜
E	為_殺
F	于偽反
C	下為殺為我為衛注深為皆同
E	黜_公
F	勑律反
C	下文注同
E	女能
C	音汝
E	羈縶_
C	本又作□下
F	陟立反
C	馬絆也
E	馬絆
C	音半
E	鈇
C	音甫又
F	方于反
E	鑕
F	之實反
E	從_君
F	才用反
C	又如字注同
E	庶孽_
F	魚列反
C	又
F	五割反
C	注及下同
E	敢與
C	音預
E	令_必
F	力呈反
E	背約
C	音佩下同
E	絜_其
F	苦結反
E	慙恚_
F	一睡反
E	昧_雉
C	舊音刎
F	亡粉反
C	一音末又音蔑割也
E	見_獻
F	賢徧反
C	下見此同
E	雖復_
F	扶又反
E	小介
C	音界
E	閽殺
C	音昬下音弑二十九年同
E	餘祭_
F	側界反
E	二十八年閏數_
F	所主反
C	下同
E	期_月
F	居其反
C	又作朞
E	二十九年而復_
F	扶又反
C	下皆同
E	惡_襄
F	烏路反
C	下惡以同
E	為_臣
F	于偽反
C	下故為為季子傳凡為同
E	墨劓_
F	魚器反
E	臏
F	毗忽反
E	大辟_
F	婢亦反
E	畫象
C	音獲
E	應世
C	應對之應
E	黠_巧
F	閑八反
E	不近
C	附近之近下同
E	士鞅_
F	於丈反
E	使札_
F	側八反
E	迮_而
F	子各反
C	起也
E	倉卒_
F	七忽反
E	迭_為
F	大結反
C	更也
E	更也
C	音庚
E	必祝_
F	之又反
C	又
F	之六反
C	注同
E	䟽食
C	音嗣
E	季子使_
F	所吏反
C	下同
E	僚_者
F	力彫反
E	長_庶
F	丁丈反
C	下注同
E	闔
F	户臘反
E	廬
F	力居反
E	命與
C	音餘下命與同
E	僚焉_
F	於䖍反
C	本又作惡音烏
E	刺_僚
F	七賜反
C	又
F	七亦反
C	注同
E	僚耆_
F	市志反
E	爾殺_吾君
F	申志反
C	注殺僚同
E	篡_也
F	初患反
E	則逺_
F	于万反
E	以見_
F	賢徧反
E	北燕
C	音烟
E	三十年薳_
F	于委反
E	頗
C	音皮又音彼一音
F	普何反
C	一本作跛者音同二傳作薳罷
E	公數_
F	所角反
E	子般
C	音班
E	深為_
F	于偽反
C	下為伯不為為中國何
E	極_思
F	息吏反
E	年夫
C	音佞又如字二傳作佞夫
E	惡_失
F	烏路反
C	下皆同
E	不去_
F	起吕反
E	子行_
F	下孟反
C	下子行其行同
E	重_失
F	直用反
C	又
F	直勇反
E	共姬
C	音㳟
E	傅母
C	如字又
F	武侯反
C	本又作姆同
E	加殺
C	音試下同
E	凡為_
F	于偽反
C	下及注所為同
E	更_宋
C	音庚又
F	古孟反
C	復也償也
E	所喪_
F	息浪反
C	下注同
E	解浣_
F	户管反
E	復_生
F	扶又反
E	共償_
F	常亮反
E	三十一年好_其
F	呼報反
E	見_其
F	賢徧反
C	下同
S	昭公第十
CC	何休學
E	元年國酌
C	二傳作國弱
E	子招_
F	上遥反
E	軒_虎
C	軒依字
F	許言反
C	舊音罕二傳作罕虎
E	于漷
C	音郭又音虢左氏作虢榖梁作郭
E	為_殺
F	于偽反
C	下注為内為仕皆同
E	難_八
F	乃旦反
C	二年注同
E	故令_
F	力呈反
E	見_者
F	賢徧反
C	下同
E	復_貶
F	扶又反
E	弟鍼_
F	其亷反
E	千乗_
F	繩證反
C	注同
E	大原
C	音泰下同
E	大鹵_
F	力古反
E	曰隰
C	音習
E	分别_
F	彼列反
E	去疾_
F	起吕反
E	疆_運
F	居良反
C	下同
E	子卷
C	音權左氏作麇
E	二年乃難_
F	奴旦反
C	下有難同
E	三年大雨_
F	于付反
E	雹
F	步角反
E	為_季
F	于偽反
E	著治_
F	直吏反
E	大平
C	音泰
E	四年大雨_雪
F	于付反
C	左氏作大雨雹
E	為_季
F	于偽反
C	下文及注為齊誅並同
E	不復_
F	扶又反
C	下同
E	去_吳
F	起吕反
E	滅厲
C	如字又音頼左氏作賴
E	五年舍中
C	音捨下及注同
E	為難_
F	乃旦反
C	下同
E	為_其
F	于偽反
E	將復_
F	扶又反
E	濆_泉
F	扶粉反
C	濆泉涌泉也左氏作蚡泉穀梁作賁泉
E	戰處_
F	昌慮反
E	報應
C	應對之應
E	嫡_之
F	丁厯反
C	注及下同
E	六年復_卒
F	扶又反
E	内行_
F	下孟反
C	下同
E	可勝
C	音升
E	見_其
F	賢徧反
E	合比_
C	如字又
F	毗志反
E	賦斂_
F	力驗反
C	或無此字
E	七年暨齊_
F	其器反
E	叔孫舎
C	二傳作婼
E	當_時
F	丁浪反
C	又如字
E	鮮_不
F	息淺内（！）
E	八年故重_
F	直用反
C	年末同
E	侯溺_
F	乃狄反
E	廋
F	所留反
C	本亦作蒐
E	公子過
C	音戈
E	費_多
F	芳味反
E	詐諼_
F	况元反
E	復_見
F	扶又反
C	下同
E	列見_
F	賢徧反
E	九年復_見__
F	扶又反
C	下同下
F	賢徧反
E	陳火
C	左氏作災
E	悕矣
C	音希悲也
E	辟_門
F	婢亦反
C	開也
E	本為_
F	于偽反
E	孫貜_
F	俱縳反
C	又
F	居碧反
E	郎囿
C	音又
E	十年晉欒施
C	左氏作齊欒施
E	季孫隠如
C	左氏作意如
E	侯彪_
F	彼虬反
E	宋戍
C	讀左傳者音成何云向成與君同名則宜音恤
E	去_冬
F	起吕反
E	十一年戎曼
C	音蠻
E	為_其
F	于偽反
E	文譎_
F	古穴反
E	以好_
F	呼報反
E	比蒲
C	音毗
E	侵羊
C	二傳作祲祥
E	宫佗_
F	大河反
E	屈銀
C	並如字二傳作厥憖
E	嫡_夫
F	丁厯反
E	惡乎
C	音烏
E	惡_不
F	烏路反
E	十二年斷_三
F	丁管反
C	又
F	丁亂反
E	生刋_
F	苦干反
E	奈女
C	音汝
E	可彊_
F	其丈反
E	欲令_
F	力呈反
C	下令楚同
E	妄億_
F	於力反
E	錯_也
F	七故反
C	或
F	七各反
C	字或作措
E	惡_納
F	烏路反
E	成然
C	左氏作成熊
E	公子整_
F	之領反
C	或作憖_
CF	魚覲反
E	十三年圍費
C	音秘
E	乾谿_
F	苦兮反
E	衆罷
C	音皮
E	惡_靈
F	烏路反
E	子朝
C	如字
E	不與
C	音預注二不肯與及下文不與焉注公不與不宜與皆同
E	不復_
F	扶又反
E	為_公
F	于偽反
E	侯廬_
F	力吳反
E	十四年去_疾
F	起吕反
E	意恢_
F	苦回反
E	十五年夷昧
C	音末本亦作末
E	籥_入
F	羊畧反
E	去_樂
F	起吕反
C	注去籥及下文去樂同
E	為_卒
F	于偽反
E	昭吳
C	左氏作朝吳
E	十六年戎曼
C	音蠻又音萬二傳作戎蠻哀四年同
E	見_王
F	賢徧反
E	數如
C	音朔
E	十七年賁渾_
C	音六下
F	户門反
E	星孛
C	音佩
E	彗_星
F	息遂反
C	又
F	囚嵗反
E	參_伐
F	所林反
E	以别_
F	彼列反
E	邪_亂
F	似嗟反
E	檇李
C	音醉本或作醉
E	十八年為_天
F	于偽反
E	不忒_
F	他得反
E	天應
C	應對之應
E	入鄅
C	音禹又音矩
E	十九年于殺
C	音試下于殺加殺皆同
E	復_加
F	扶又反
C	下同
E	一飯_
F	扶晚反
C	下同
E	二十年自鄸_
C	音蒙又
F	亡忠反
C	又
F	亡貢反
C	一音
F	亡増反
E	者此
C	舊於此下有比者非
E	復_出
F	扶又反
E	為_公子
F	于偽反
C	下為賢為㑹為之諱同
E	從_與
F	才用反
C	下音餘下從與同
E	絮_從
F	女居反
C	説文云絮緼也一曰敝絮也
E	逡_巡
F	七旬反
E	惡_惡
C	並如字一讀上
F	烏路反
C	下同
E	通濫_
F	力甘反
C	又
F	力暫反
E	兄輒
C	左氏作縶
E	立嫡_
F	丁厯反
E	以長_
F	丁丈反
E	瘖
F	於今反
E	聾
F	路工反
E	癘
F	力世反
C	又
F	力大反
E	秃
F	吐木反
E	跛
F	布可反
E	傴
F	於矩反
E	惡_衛
F	烏路反
E	至令_
F	力呈反
E	向（？）
C	二傳作向寜
E	二十一年重_舉
F	直用反
E	叔痤_
F	在禾反
C	左氏作叔輒
E	惡_背
F	烏路反
C	下音佩
E	二十二年復_録
F	扶又反
E	别_從
F	彼列反
C	下同
E	大廋_
F	所求反
C	本亦作蒐
E	昌姦
C	二傳作昌間
E	邪_庻
F	似嗟反
E	見_當
F	賢徧反
C	下同
E	二十三年間田
C	音閑
E	惡_背
F	烏路反
C	下同背音佩
E	不共
C	音恭
E	舉錯_
F	七故反
E	雞父
C	音甫
E	子髠
F	苦門反
E	子楹
C	音盈左氏作逞榖梁作盈
E	夏_齧__
F	户雅反
C	下
F	五結反
E	艾_陵
F	五盖反
E	别_容
F	彼列反
C	下及傳同
E	之行_
F	下孟反
C	下同
E	于莘_
F	所巾反
E	庶孽_
F	魚列反
E	其難_
F	乃旦反
E	子朝
C	如字
E	更起
C	音庚
E	數_年
F	所主反
E	地為_
F	于偽反
E	二十四年民被_
F	皮寄反
E	鬱（？）_
C	音來又
F	力之反
C	本亦作釐二傳作郁釐
E	二十五年叔倪_
C	音詣又
F	五兮反
C	左氏作詣
E	樂世_心
C	世如字又
F	以制反
C	左氏作大心
E	黄父
C	音甫
E	鸛
C	音權左氏作鸜音劬
E	鵒
C	音欲
E	下孫
C	音遜下文同
E	去_辰
F	起吕反
E	為_下
F	于偽反
C	下而為同
E	揚州
C	左氏作陽州
E	唁公
C	音彦
E	將殺
C	音試下及注同
E	兩觀_
F	工亂反
C	注同
E	干楯_
F	食尹反
C	又音尹
E	玉戚_
F	千寂反
C	以玉飾斧
E	大夏_
F	户雅反
C	注同
E	株離
C	音誅
E	曰禁_
C	音金又
F	居鴆反
E	八佾
C	音逸
E	且夫
C	音扶下有夫并注同
E	維婁_
F	力主反
E	委_已
F	于偽反
C	注同已音紀
E	委食
C	音嗣下同
E	執紼
C	音弗
E	曰絻
C	音問
E	喪
F	息浪反
C	下同亡也
E	嗛自
C	音謙本亦作謙
E	再拜顙_
F	息黨反
C	拜而稽顙也
E	大難_
F	乃旦反
C	下同
E	鈇
C	音甫又
F	方于反
E	鑕
F	之實反
E	要_斬
F	一遥反
E	執簞
C	音丹葦器
E	食
C	音嗣
E	葦_器
F	于鬼反
E	曰笥_
F	思嗣反
E	糗_也
F	邱九反
C	又
F	昌紹反
E	四脡_
F	他頂反
C	又
F	大頂反
E	曰朐_
F	其俱反
E	餕
C	音俊
E	于從_
F	才用反
C	注及下皆同
E	糒
C	音備
E	以衽_
F	而甚反
C	又
F	而鴆反
C	掩裳際也
E	求索_
F	所白反
E	大卑
C	音㤗下大學同
E	不腆_
F	他典反
C	厚也
E	所著_
F	丁畧反
E	裨_冕
F	婢支反
E	黻衣
C	音弗
E	欲令_
F	力呈反
E	故稱_
F	尺證反
E	噭_然
F	古弔反
C	一音
F	古狄反
E	為菑_
F	側其反
C	又
F	側吏反
E	埒_垣
F	力恱反
C	下音袁
E	分别_
F	彼列反
E	辟雍
C	音璧
E	以幦_
F	亡厯反
C	車覆笭也一音
F	呼閴反
E	覆笭_
F	力丁反
E	以鞌
C	音安
E	為_公
F	于偽反
C	注同
E	二十六年不復_
F	扶又反
C	下同
E	惡_公
F	烏路反
E	鄟陵
C	音専本亦作専
E	為_天
F	于偽反
E	渠率_
F	所類反
C	或作帥
E	二十七年為_季
F	于偽反
C	下同
E	方見_
F	賢徧反
E	郤_宛__
F	去逆反
C	下
F	紆阮反
E	祁犂_
F	力兮反
C	又
F	力私反
E	邾婁快_
C	本又作噲
F	苦夬反
E	二十八年為_下
F	于偽反
E	伯（？）_
F	乃定反
C	下同左氏并下滕子名並作寜
E	二十九年
E	三十年去_疾
F	起吕反
E	頃公
C	音傾
E	見_義
F	賢徧反
E	三十一年荀櫟_
C	本又作躒又作灤亦滴濼也皆同
F	力狄反
C	一音
F	與灼反
E	適_厯
F	丁厯反
C	一音狄
E	負箠_
F	草蘂反
C	本又作捶
E	創惡_
F	烏路反
E	亟_取
F	去兾反
E	盈孫
C	音遜
E	黒弓
C	二傳作黒肱
E	以濫_
F	力甘反
C	又
F	力暫反
E	武公與
C	音餘下及注皆同
E	湊_公
F	七豆反
E	周愬
C	音素本亦作訴
E	為_之
F	于偽反
C	下為我為之則為並同
E	嫗_盈
F	紆具反
C	一音
F	紆羽反
E	為行_
F	下孟反
C	下殺顔者之行同
E	盱
F	許于反
C	又
F	許孤反
C	本或作胯一音夸
E	夏_父
F	户雅反
C	盱及夏父邾顔公之二子
E	而食
C	音嗣
E	長_必
F	丁丈反
E	先見_
F	賢徧反
C	下欲見見王者同
E	曰嘻_
F	許其反
E	也夫
C	音扶
E	父兄之行_
F	户郎反
E	惡有
C	音烏注同
E	有數_
F	所主反
E	傳復_
F	扶又反
E	三十二年取闞_
F	口暫反
E	諱亟_
F	去兾反
C	注同
E	權量
C	音亮
S	定公第十一
CC	何休學
E	元年喪_失國
F	息浪反
E	仲幾
C	本或作機
E	不衰_
F	素衣反
C	一或作蓑一或音
F	初危夜
E	草衣_
F	于既反
E	為_天
F	于偽反
C	下善為同
E	見_伯
F	賢徧反
E	復_發
F	扶又反
C	下皆同
E	此難_
F	乃旦反
E	未解
C	音蟹
E	復别_
F	彼列反
E	小斂_
F	九驗反
C	下皆同
E	北墉
C	音容本又作牖
E	中霤_
F	力又反
E	飯
F	扶晚反
E	含_於
F	戸暗反
E	阼_階
F	才故反
E	立煬_
F	餘亮反
E	霣_霜
F	于敏反
E	二年兩觀_
F	工喚反
C	下及注皆同
E	不復_
F	扶又反
C	下同
E	先去_
F	起吕反
C	下同
E	以見_
F	賢徧反
E	三年于枝
C	二傳作拔
E	易_辭
F	以豉反
E	四年國夏_
F	户雅反
E	邵_陵
F	上照反
C	本或作召音同
E	數_年
F	所主反
C	下數年皆同
E	雜_然
F	七合反
C	又如字
E	惡_蔡
F	烏路反
C	年末同
E	吝_一
F	力刃反
E	公孫歸姓
C	二傳無歸字姓音生又音性
E	為_不
F	于偽反
C	下為季為下為治為蔡同
E	浩_油
F	户老反
C	又
F	古老反
C	下音由一音
F	羊又反
C	二傳作臯鼬
E	數_如
F	所主反
E	楚復_
F	扶又反
C	下而復復討同
E	翕_然
F	許及反
E	伯戊
C	音茂又音恤二傳作成
E	劉卷
C	音權
E	孔圄_
F	魚吕反
C	左氏作圉
E	鮮虞
C	本或作吳音虞
E	舉采_
F	七代反
C	下采地同
E	伯莒
C	左氏作柏舉
E	挾_弓
C	音恊又
F	子協反
E	雕_弓
F	丁遼反
E	彤_弓
F	大冬反
E	嬰_弓
F	於耕反
C	見司馬法
E	盧_弓
F	力吴反
E	禮見_
F	賢徧反
C	下不見同
E	將為_
F	于偽反
C	下不為也不為匹為是注為子胥同
E	囊_瓦
F	乃郎反
E	南郢_
F	以井反
C	又
F	以政反
E	瓦將_
F	子匠反
E	激_發
F	古狄反
E	非當_
F	丁浪反
E	墮_平
F	許規反
E	除去_
F	起吕反
E	便辟_
F	婢亦反
E	辯佞
C	如字本又作便佞
E	相迿_
C	音峻又音巡又
F	（玄）徧反
C	先也
E	擊刺_
F	七亦反
E	進行_
F	下孟反
E	五年時為_
F	于偽反
E	以見_
F	賢徧反
E	士卒_
F	子忽反
E	罷弊
C	音皮弊亦作敝音同
E	起弑
C	音試
E	六年為_其
F	于偽反
E	令_難
F	力呈反
E	而易_
F	以豉反
E	以長_
F	丁丈反
E	大平
C	音泰
E	欲見_
F	賢徧反
E	治_定
F	直吏反
E	所復_
F	扶又反
E	七年于鹹
C	音咸
E	費_重
F	芳味反
C	下同
E	重_之
F	直用反
E	八年不别_
F	彼列反
E	曹竫_
F	才井反
C	本亦作靖
E	曲濮
C	音卜
E	惡乎
C	音烏
E	迭_而
F	大結反
C	注同
E	食之
C	音嗣下注佚食同
E	睋_而
F	五多反
C	下同
E	鋟_其
C	本又作鑯
F	七㢘反
C	又
F	且審反
C	以（？）刻饋斂板也本或作鈠誤
E	蒲_圃
C	本又作甫同
F	布古反
C	又音布
E	其乗_
F	繩證反
C	下皆同
E	有女
C	音汝
E	從_弟
F	才用反
C	下同
E	數_十
F	所主反
E	而隊_
F	直類反
E	馬捶_
F	章蘂反
E	駷_馬
C	本又作字書無此字相乗用之
F	素動反
E	而射_
F	食亦反
E	矢著_
F	直畧反
C	注同
E	莊門
C	本或作嚴亦音莊
E	言幾
C	音祈
E	中_季
F	丁仲反
E	殺不
C	音試下同
E	郤_反
F	去畧反
C	本又作却
E	說_然
C	本又作稅
F	始銳反
C	又
F	他㑹反
C	注同說解舍也然猶如也
E	稱_也
F	尺證反
E	切遽_
F	其慮反
E	趣_駕
F	七欲反
C	一音
F	七住反
E	慬_然
F	其靳反
E	璋判
C	音章
E	琮
F	在宗反
E	璜
C	音黄
E	峨_峨
F	五多反
C	本又作娥
E	髦士
C	音毛
E	質柎_
F	芳甫反
C	又
F	方于反
E	青純_
F	之閏反
C	緣也注同
E	純縁_
F	悦絹反
C	下同
E	甲（？）_
F	而占反
E	亹_亹
F	亡匪反
E	乎蓍
C	音尸
E	喪_其
F	息浪反
E	九年伯囆_
F	勑邁反
C	左氏作蠆
E	喪_之
F	息浪反
E	郤_難__
F	起畧反
C	下
F	乃旦反
C	卻亦作却
E	十年不易_
F	以豉反
C	下同
E	頰_谷
F	古協反
C	左氏作夾谷
E	熒_惑
C	音螢一音
F	于瓊反
E	異處_
F	昌慮反
E	為_是
F	于偽反
E	復_得
F	扶又反
C	年末及十一年同
E	圍郈
C	音后
E	公子池
C	左氏作地
E	于鞌
C	左氏作安甫
E	暨_宋
F	其器反
E	仲佗_
F	大多反
E	石彄_
F	苦侯反
E	惡_仲
F	烏路反
E	彊_與
F	其丈反
E	亦見_
F	賢徧反
E	十一年不復_
F	扶又反
